# ---------------------------------- WARNING ----------------------------------------
# The data you have obtained from this automated U.S. Geological Survey database
# have not received Director's approval and as such are provisional and subject to
# revision.  The data are released on the condition that neither the USGS nor the
# United States Government may be held liable for any damages resulting from its use.
# Additional info: http://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  http://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: http://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2015-02-06 14:35:09 EST       (sdww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 11495800 N FORK SPRAGUE RIVER AT POWER PLANT, NEAR BLY, OR
# -----------------------------------------------------------------------------------
#
# Data provided for site 11495800
#    DD parameter statistic   Description
#    04   00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output: 
#     A  Approved for publication -- Processing and review completed.  
#     e  Value has been estimated.  
# 
agency_cd	site_no	datetime	04_00060_00003	04_00060_00003_cd
USGS	11495800	1993-07-13	28	A
USGS	11495800	1993-07-14	28	A
USGS	11495800	1993-07-15	28	A
USGS	11495800	1993-07-16	30	A
USGS	11495800	1993-07-17	29	A
USGS	11495800	1993-07-18	28	A
USGS	11495800	1993-07-19	40	A
USGS	11495800	1993-07-20	44	A
USGS	11495800	1993-07-21	28	A
USGS	11495800	1993-07-22	34	A
USGS	11495800	1993-07-23	38	A
USGS	11495800	1993-07-24	28	A
USGS	11495800	1993-07-25	27	A
USGS	11495800	1993-07-26	27	A
USGS	11495800	1993-07-27	27	A
USGS	11495800	1993-07-28	28	A
USGS	11495800	1993-07-29	29	A
USGS	11495800	1993-07-30	29	A
USGS	11495800	1993-07-31	28	A
USGS	11495800	1993-08-01	27	A
USGS	11495800	1993-08-02	27	A
USGS	11495800	1993-08-03	27	A
USGS	11495800	1993-08-04	27	A
USGS	11495800	1993-08-05	27	A
USGS	11495800	1993-08-06	28	A
USGS	11495800	1993-08-07	28	A
USGS	11495800	1993-08-08	28	A
USGS	11495800	1993-08-09	27	A
USGS	11495800	1993-08-10	27	A
USGS	11495800	1993-08-11	27	A
USGS	11495800	1993-08-12	29	A
USGS	11495800	1993-08-13	28	A
USGS	11495800	1993-08-14	27	A
USGS	11495800	1993-08-15	44	A
USGS	11495800	1993-08-16	48	A
USGS	11495800	1993-08-17	27	A
USGS	11495800	1993-08-18	25	A
USGS	11495800	1993-08-19	27	A
USGS	11495800	1993-08-20	26	A
USGS	11495800	1993-08-21	27	A
USGS	11495800	1993-08-22	25	A
USGS	11495800	1993-08-23	25	A
USGS	11495800	1993-08-24	25	A
USGS	11495800	1993-08-25	25	A
USGS	11495800	1993-08-26	25	A
USGS	11495800	1993-08-27	25	A
USGS	11495800	1993-08-28	24	A
USGS	11495800	1993-08-29	24	A
USGS	11495800	1993-08-30	24	A
USGS	11495800	1993-08-31	24	A
USGS	11495800	1993-09-01	24	A
USGS	11495800	1993-09-02	25	A
USGS	11495800	1993-09-03	25	A
USGS	11495800	1993-09-04	25	A
USGS	11495800	1993-09-05	25	A
USGS	11495800	1993-09-06	25	A
USGS	11495800	1993-09-07	25	A
USGS	11495800	1993-09-08	25	A
USGS	11495800	1993-09-09	25	A
USGS	11495800	1993-09-10	25	A
USGS	11495800	1993-09-11	25	A
USGS	11495800	1993-09-12	25	A
USGS	11495800	1993-09-13	25	A
USGS	11495800	1993-09-14	26	A
USGS	11495800	1993-09-15	26	A
USGS	11495800	1993-09-16	26	A
USGS	11495800	1993-09-17	26	A
USGS	11495800	1993-09-18	24	A
USGS	11495800	1993-09-19	33	A
USGS	11495800	1993-09-20	30	A
USGS	11495800	1993-09-21	25	A
USGS	11495800	1993-09-22	26	A
USGS	11495800	1993-09-23	26	A
USGS	11495800	1993-09-24	26	A
USGS	11495800	1993-09-25	26	A
USGS	11495800	1993-09-26	25	A
USGS	11495800	1993-09-27	25	A
USGS	11495800	1993-09-28	25	A
USGS	11495800	1993-09-29	24	A
USGS	11495800	1993-09-30	24	A
USGS	11495800	1993-10-01	33	A
USGS	11495800	1993-10-02	37	A
USGS	11495800	1993-10-03	37	A
USGS	11495800	1993-10-04	37	A
USGS	11495800	1993-10-05	41	A
USGS	11495800	1993-10-06	44	A
USGS	11495800	1993-10-07	40	A
USGS	11495800	1993-10-08	39	A
USGS	11495800	1993-10-09	39	A
USGS	11495800	1993-10-10	40	A
USGS	11495800	1993-10-11	42	A
USGS	11495800	1993-10-12	40	A
USGS	11495800	1993-10-13	39	A
USGS	11495800	1993-10-14	40	A
USGS	11495800	1993-10-15	51	A
USGS	11495800	1993-10-16	53	A
USGS	11495800	1993-10-17	45	A
USGS	11495800	1993-10-18	42	A
USGS	11495800	1993-10-19	40	A
USGS	11495800	1993-10-20	40	A
USGS	11495800	1993-10-21	39	A
USGS	11495800	1993-10-22	39	A
USGS	11495800	1993-10-23	39	A
USGS	11495800	1993-10-24	38	A
USGS	11495800	1993-10-25	38	A
USGS	11495800	1993-10-26	38	A
USGS	11495800	1993-10-27	38	A
USGS	11495800	1993-10-28	38	A
USGS	11495800	1993-10-29	38	A
USGS	11495800	1993-10-30	38	A
USGS	11495800	1993-10-31	38	A
USGS	11495800	1993-11-01	37	A
USGS	11495800	1993-11-02	37	A
USGS	11495800	1993-11-03	38	A
USGS	11495800	1993-11-04	37	A
USGS	11495800	1993-11-05	37	A
USGS	11495800	1993-11-06	37	A
USGS	11495800	1993-11-07	38	A
USGS	11495800	1993-11-08	37	A
USGS	11495800	1993-11-09	39	A
USGS	11495800	1993-11-10	40	A
USGS	11495800	1993-11-11	40	A
USGS	11495800	1993-11-12	39	A
USGS	11495800	1993-11-13	37	A
USGS	11495800	1993-11-14	34	A:e
USGS	11495800	1993-11-15	33	A:e
USGS	11495800	1993-11-16	32	A:e
USGS	11495800	1993-11-17	34	A:e
USGS	11495800	1993-11-18	39	A
USGS	11495800	1993-11-19	35	A
USGS	11495800	1993-11-20	35	A:e
USGS	11495800	1993-11-21	36	A
USGS	11495800	1993-11-22	32	A:e
USGS	11495800	1993-11-23	20	A:e
USGS	11495800	1993-11-24	32	A
USGS	11495800	1993-11-25	35	A
USGS	11495800	1993-11-26	36	A:e
USGS	11495800	1993-11-27	38	A:e
USGS	11495800	1993-11-28	39	A:e
USGS	11495800	1993-11-29	42	A
USGS	11495800	1993-11-30	41	A
USGS	11495800	1993-12-01	40	A
USGS	11495800	1993-12-02	40	A
USGS	11495800	1993-12-03	39	A
USGS	11495800	1993-12-04	40	A
USGS	11495800	1993-12-05	38	A
USGS	11495800	1993-12-06	38	A
USGS	11495800	1993-12-07	39	A
USGS	11495800	1993-12-08	40	A
USGS	11495800	1993-12-09	36	A
USGS	11495800	1993-12-10	37	A
USGS	11495800	1993-12-11	37	A
USGS	11495800	1993-12-12	41	A
USGS	11495800	1993-12-13	40	A
USGS	11495800	1993-12-14	39	A
USGS	11495800	1993-12-15	39	A
USGS	11495800	1993-12-16	39	A
USGS	11495800	1993-12-17	37	A
USGS	11495800	1993-12-18	36	A
USGS	11495800	1993-12-19	37	A
USGS	11495800	1993-12-20	38	A
USGS	11495800	1993-12-21	39	A
USGS	11495800	1993-12-22	37	A
USGS	11495800	1993-12-23	37	A
USGS	11495800	1993-12-24	38	A
USGS	11495800	1993-12-25	38	A
USGS	11495800	1993-12-26	38	A
USGS	11495800	1993-12-27	38	A
USGS	11495800	1993-12-28	36	A
USGS	11495800	1993-12-29	37	A
USGS	11495800	1993-12-30	38	A
USGS	11495800	1993-12-31	38	A
USGS	11495800	1994-01-01	38	A
USGS	11495800	1994-01-02	36	A
USGS	11495800	1994-01-03	38	A
USGS	11495800	1994-01-04	40	A
USGS	11495800	1994-01-05	40	A
USGS	11495800	1994-01-06	39	A
USGS	11495800	1994-01-07	37	A
USGS	11495800	1994-01-08	37	A
USGS	11495800	1994-01-09	32	A
USGS	11495800	1994-01-10	21	A
USGS	11495800	1994-01-11	16	A
USGS	11495800	1994-01-12	19	A
USGS	11495800	1994-01-13	22	A
USGS	11495800	1994-01-14	24	A
USGS	11495800	1994-01-15	31	A
USGS	11495800	1994-01-16	36	A
USGS	11495800	1994-01-17	36	A
USGS	11495800	1994-01-18	36	A
USGS	11495800	1994-01-19	36	A
USGS	11495800	1994-01-20	36	A
USGS	11495800	1994-01-21	36	A
USGS	11495800	1994-01-22	37	A
USGS	11495800	1994-01-23	38	A
USGS	11495800	1994-01-24	38	A
USGS	11495800	1994-01-25	36	A
USGS	11495800	1994-01-26	36	A
USGS	11495800	1994-01-27	36	A
USGS	11495800	1994-01-28	36	A
USGS	11495800	1994-01-29	36	A
USGS	11495800	1994-01-30	36	A
USGS	11495800	1994-01-31	35	A
USGS	11495800	1994-02-01	35	A
USGS	11495800	1994-02-02	34	A
USGS	11495800	1994-02-03	34	A
USGS	11495800	1994-02-04	35	A
USGS	11495800	1994-02-05	35	A
USGS	11495800	1994-02-06	35	A
USGS	11495800	1994-02-07	36	A
USGS	11495800	1994-02-08	35	A
USGS	11495800	1994-02-09	35	A
USGS	11495800	1994-02-10	36	A
USGS	11495800	1994-02-11	35	A
USGS	11495800	1994-02-12	36	A
USGS	11495800	1994-02-13	35	A
USGS	11495800	1994-02-14	35	A
USGS	11495800	1994-02-15	35	A
USGS	11495800	1994-02-16	36	A
USGS	11495800	1994-02-17	36	A
USGS	11495800	1994-02-18	35	A
USGS	11495800	1994-02-19	35	A
USGS	11495800	1994-02-20	36	A
USGS	11495800	1994-02-21	36	A
USGS	11495800	1994-02-22	35	A
USGS	11495800	1994-02-23	35	A
USGS	11495800	1994-02-24	36	A
USGS	11495800	1994-02-25	36	A
USGS	11495800	1994-02-26	37	A
USGS	11495800	1994-02-27	38	A
USGS	11495800	1994-02-28	38	A
USGS	11495800	1994-03-01	39	A
USGS	11495800	1994-03-02	40	A
USGS	11495800	1994-03-03	43	A
USGS	11495800	1994-03-04	46	A
USGS	11495800	1994-03-05	46	A
USGS	11495800	1994-03-06	45	A
USGS	11495800	1994-03-07	46	A
USGS	11495800	1994-03-08	43	A
USGS	11495800	1994-03-09	29	A
USGS	11495800	1994-03-10	31	A
USGS	11495800	1994-03-11	30	A
USGS	11495800	1994-03-12	30	A
USGS	11495800	1994-03-13	33	A
USGS	11495800	1994-03-14	33	A
USGS	11495800	1994-03-15	35	A
USGS	11495800	1994-03-16	36	A
USGS	11495800	1994-03-17	35	A
USGS	11495800	1994-03-18	35	A
USGS	11495800	1994-03-19	33	A
USGS	11495800	1994-03-20	33	A
USGS	11495800	1994-03-21	34	A
USGS	11495800	1994-03-22	33	A
USGS	11495800	1994-03-23	32	A
USGS	11495800	1994-03-24	33	A
USGS	11495800	1994-03-25	33	A
USGS	11495800	1994-03-26	33	A
USGS	11495800	1994-03-27	35	A
USGS	11495800	1994-03-28	39	A
USGS	11495800	1994-03-29	44	A
USGS	11495800	1994-03-30	52	A
USGS	11495800	1994-03-31	50	A
USGS	11495800	1994-04-01	42	A
USGS	11495800	1994-04-02	41	A
USGS	11495800	1994-04-03	43	A
USGS	11495800	1994-04-04	37	A
USGS	11495800	1994-04-05	38	A
USGS	11495800	1994-04-06	33	A
USGS	11495800	1994-04-07	28	A
USGS	11495800	1994-04-08	28	A
USGS	11495800	1994-04-09	27	A
USGS	11495800	1994-04-10	26	A
USGS	11495800	1994-04-11	29	A
USGS	11495800	1994-04-12	45	A
USGS	11495800	1994-04-13	50	A
USGS	11495800	1994-04-14	54	A
USGS	11495800	1994-04-15	69	A
USGS	11495800	1994-04-16	78	A
USGS	11495800	1994-04-17	89	A
USGS	11495800	1994-04-18	83	A
USGS	11495800	1994-04-19	87	A
USGS	11495800	1994-04-20	83	A
USGS	11495800	1994-04-21	76	A
USGS	11495800	1994-04-22	69	A
USGS	11495800	1994-04-23	62	A
USGS	11495800	1994-04-24	62	A
USGS	11495800	1994-04-25	59	A
USGS	11495800	1994-04-26	55	A
USGS	11495800	1994-04-27	55	A
USGS	11495800	1994-04-28	44	A
USGS	11495800	1994-04-29	40	A
USGS	11495800	1994-04-30	45	A
USGS	11495800	1994-05-01	36	A
USGS	11495800	1994-05-02	34	A
USGS	11495800	1994-05-03	35	A
USGS	11495800	1994-05-04	56	A
USGS	11495800	1994-05-05	85	A
USGS	11495800	1994-05-06	101	A
USGS	11495800	1994-05-07	96	A
USGS	11495800	1994-05-08	94	A
USGS	11495800	1994-05-09	75	A
USGS	11495800	1994-05-10	45	A
USGS	11495800	1994-05-11	40	A
USGS	11495800	1994-05-12	60	A
USGS	11495800	1994-05-13	33	A
USGS	11495800	1994-05-14	30	A
USGS	11495800	1994-05-15	43	A
USGS	11495800	1994-05-16	48	A
USGS	11495800	1994-05-17	37	A
USGS	11495800	1994-05-18	40	A
USGS	11495800	1994-05-19	31	A
USGS	11495800	1994-05-20	53	A
USGS	11495800	1994-05-21	31	A
USGS	11495800	1994-05-22	31	A
USGS	11495800	1994-05-23	20	A
USGS	11495800	1994-05-24	21	A
USGS	11495800	1994-05-25	22	A
USGS	11495800	1994-05-26	24	A
USGS	11495800	1994-05-27	21	A
USGS	11495800	1994-05-28	25	A
USGS	11495800	1994-05-29	30	A
USGS	11495800	1994-05-30	31	A
USGS	11495800	1994-05-31	32	A
USGS	11495800	1994-06-01	36	A
USGS	11495800	1994-06-02	31	A
USGS	11495800	1994-06-03	32	A
USGS	11495800	1994-06-04	30	A
USGS	11495800	1994-06-05	30	A
USGS	11495800	1994-06-06	34	A
USGS	11495800	1994-06-07	32	A
USGS	11495800	1994-06-08	31	A
USGS	11495800	1994-06-09	31	A
USGS	11495800	1994-06-10	30	A
USGS	11495800	1994-06-11	30	A
USGS	11495800	1994-06-12	31	A
USGS	11495800	1994-06-13	31	A
USGS	11495800	1994-06-14	31	A
USGS	11495800	1994-06-15	33	A
USGS	11495800	1994-06-16	40	A
USGS	11495800	1994-06-17	41	A
USGS	11495800	1994-06-18	40	A
USGS	11495800	1994-06-19	39	A
USGS	11495800	1994-06-20	38	A
USGS	11495800	1994-06-21	37	A
USGS	11495800	1994-06-22	44	A
USGS	11495800	1994-06-23	43	A
USGS	11495800	1994-06-24	42	A
USGS	11495800	1994-06-25	42	A
USGS	11495800	1994-06-26	42	A
USGS	11495800	1994-06-27	42	A
USGS	11495800	1994-06-28	41	A
USGS	11495800	1994-06-29	40	A
USGS	11495800	1994-06-30	40	A
USGS	11495800	1994-07-01	39	A
USGS	11495800	1994-07-02	39	A
USGS	11495800	1994-07-03	39	A
USGS	11495800	1994-07-04	38	A
USGS	11495800	1994-07-05	38	A
USGS	11495800	1994-07-06	38	A
USGS	11495800	1994-07-07	38	A
USGS	11495800	1994-07-08	37	A
USGS	11495800	1994-07-09	37	A
USGS	11495800	1994-07-10	37	A
USGS	11495800	1994-07-11	36	A
USGS	11495800	1994-07-12	36	A
USGS	11495800	1994-07-13	35	A
USGS	11495800	1994-07-14	35	A
USGS	11495800	1994-07-15	35	A
USGS	11495800	1994-07-16	35	A
USGS	11495800	1994-07-17	35	A
USGS	11495800	1994-07-18	36	A
USGS	11495800	1994-07-19	35	A
USGS	11495800	1994-07-20	34	A
USGS	11495800	1994-07-21	34	A
USGS	11495800	1994-07-22	34	A
USGS	11495800	1994-07-23	36	A
USGS	11495800	1994-07-24	35	A
USGS	11495800	1994-07-25	34	A
USGS	11495800	1994-07-26	34	A
USGS	11495800	1994-07-27	33	A
USGS	11495800	1994-07-28	33	A
USGS	11495800	1994-07-29	33	A
USGS	11495800	1994-07-30	33	A
USGS	11495800	1994-07-31	33	A
USGS	11495800	1994-08-01	33	A
USGS	11495800	1994-08-02	33	A
USGS	11495800	1994-08-03	33	A
USGS	11495800	1994-08-04	32	A
USGS	11495800	1994-08-05	32	A
USGS	11495800	1994-08-06	32	A
USGS	11495800	1994-08-07	32	A
USGS	11495800	1994-08-08	32	A
USGS	11495800	1994-08-09	32	A
USGS	11495800	1994-08-10	32	A
USGS	11495800	1994-08-11	32	A
USGS	11495800	1994-08-12	32	A
USGS	11495800	1994-08-13	32	A
USGS	11495800	1994-08-14	31	A
USGS	11495800	1994-08-15	31	A
USGS	11495800	1994-08-16	31	A
USGS	11495800	1994-08-17	31	A
USGS	11495800	1994-08-18	31	A
USGS	11495800	1994-08-19	31	A
USGS	11495800	1994-08-20	31	A
USGS	11495800	1994-08-21	31	A
USGS	11495800	1994-08-22	31	A
USGS	11495800	1994-08-23	31	A
USGS	11495800	1994-08-24	31	A
USGS	11495800	1994-08-25	31	A
USGS	11495800	1994-08-26	30	A
USGS	11495800	1994-08-27	30	A
USGS	11495800	1994-08-28	30	A
USGS	11495800	1994-08-29	31	A
USGS	11495800	1994-08-30	31	A
USGS	11495800	1994-08-31	30	A
USGS	11495800	1994-09-01	30	A
USGS	11495800	1994-09-02	31	A
USGS	11495800	1994-09-03	31	A
USGS	11495800	1994-09-04	30	A
USGS	11495800	1994-09-05	30	A
USGS	11495800	1994-09-06	30	A
USGS	11495800	1994-09-07	30	A
USGS	11495800	1994-09-08	29	A
USGS	11495800	1994-09-09	30	A
USGS	11495800	1994-09-10	30	A
USGS	11495800	1994-09-11	32	A
USGS	11495800	1994-09-12	32	A
USGS	11495800	1994-09-13	30	A
USGS	11495800	1994-09-14	30	A
USGS	11495800	1994-09-15	30	A
USGS	11495800	1994-09-16	30	A
USGS	11495800	1994-09-17	29	A
USGS	11495800	1994-09-18	30	A
USGS	11495800	1994-09-19	30	A
USGS	11495800	1994-09-20	29	A
USGS	11495800	1994-09-21	29	A
USGS	11495800	1994-09-22	29	A
USGS	11495800	1994-09-23	29	A
USGS	11495800	1994-09-24	29	A
USGS	11495800	1994-09-25	29	A
USGS	11495800	1994-09-26	29	A
USGS	11495800	1994-09-27	29	A
USGS	11495800	1994-09-28	31	A
USGS	11495800	1994-09-29	33	A
USGS	11495800	1994-09-30	32	A
USGS	11495800	1994-10-01	31	A
USGS	11495800	1994-10-02	30	A
USGS	11495800	1994-10-03	30	A
USGS	11495800	1994-10-04	30	A
USGS	11495800	1994-10-05	30	A
USGS	11495800	1994-10-06	30	A
USGS	11495800	1994-10-07	30	A
USGS	11495800	1994-10-08	30	A
USGS	11495800	1994-10-09	30	A
USGS	11495800	1994-10-10	30	A
USGS	11495800	1994-10-11	30	A
USGS	11495800	1994-10-12	31	A
USGS	11495800	1994-10-13	32	A
USGS	11495800	1994-10-14	32	A
USGS	11495800	1994-10-15	31	A
USGS	11495800	1994-10-16	30	A
USGS	11495800	1994-10-17	30	A
USGS	11495800	1994-10-18	30	A
USGS	11495800	1994-10-19	30	A
USGS	11495800	1994-10-20	30	A
USGS	11495800	1994-10-21	29	A
USGS	11495800	1994-10-22	29	A
USGS	11495800	1994-10-23	28	A
USGS	11495800	1994-10-24	28	A
USGS	11495800	1994-10-25	29	A
USGS	11495800	1994-10-26	29	A
USGS	11495800	1994-10-27	29	A
USGS	11495800	1994-10-28	38	A
USGS	11495800	1994-10-29	30	A
USGS	11495800	1994-10-30	29	A
USGS	11495800	1994-10-31	30	A
USGS	11495800	1994-11-01	31	A
USGS	11495800	1994-11-02	30	A
USGS	11495800	1994-11-03	27	A
USGS	11495800	1994-11-04	28	A
USGS	11495800	1994-11-05	27	A
USGS	11495800	1994-11-06	34	A
USGS	11495800	1994-11-07	29	A
USGS	11495800	1994-11-08	28	A
USGS	11495800	1994-11-09	29	A
USGS	11495800	1994-11-10	25	A
USGS	11495800	1994-11-11	31	A
USGS	11495800	1994-11-12	32	A
USGS	11495800	1994-11-13	30	A
USGS	11495800	1994-11-14	30	A
USGS	11495800	1994-11-15	30	A
USGS	11495800	1994-11-16	29	A
USGS	11495800	1994-11-17	29	A
USGS	11495800	1994-11-18	29	A
USGS	11495800	1994-11-19	31	A
USGS	11495800	1994-11-20	29	A
USGS	11495800	1994-11-21	27	A
USGS	11495800	1994-11-22	27	A
USGS	11495800	1994-11-23	32	A
USGS	11495800	1994-11-24	33	A
USGS	11495800	1994-11-25	31	A
USGS	11495800	1994-11-26	29	A
USGS	11495800	1994-11-27	29	A
USGS	11495800	1994-11-28	29	A
USGS	11495800	1994-11-29	29	A
USGS	11495800	1994-11-30	31	A
USGS	11495800	1994-12-01	34	A
USGS	11495800	1994-12-02	35	A
USGS	11495800	1994-12-03	35	A
USGS	11495800	1994-12-04	32	A
USGS	11495800	1994-12-05	31	A
USGS	11495800	1994-12-06	31	A
USGS	11495800	1994-12-07	30	A
USGS	11495800	1994-12-08	28	A
USGS	11495800	1994-12-09	30	A
USGS	11495800	1994-12-10	30	A
USGS	11495800	1994-12-11	31	A
USGS	11495800	1994-12-12	30	A
USGS	11495800	1994-12-13	30	A
USGS	11495800	1994-12-14	30	A
USGS	11495800	1994-12-15	29	A
USGS	11495800	1994-12-16	30	A
USGS	11495800	1994-12-17	31	A
USGS	11495800	1994-12-18	31	A
USGS	11495800	1994-12-19	31	A
USGS	11495800	1994-12-20	31	A
USGS	11495800	1994-12-21	31	A
USGS	11495800	1994-12-22	30	A
USGS	11495800	1994-12-23	30	A
USGS	11495800	1994-12-24	31	A
USGS	11495800	1994-12-25	30	A
USGS	11495800	1994-12-26	30	A
USGS	11495800	1994-12-27	30	A
USGS	11495800	1994-12-28	30	A
USGS	11495800	1994-12-29	26	A
USGS	11495800	1994-12-30	24	A
USGS	11495800	1994-12-31	29	A
USGS	11495800	1995-01-01	33	A
USGS	11495800	1995-01-02	31	A
USGS	11495800	1995-01-03	30	A
USGS	11495800	1995-01-04	30	A
USGS	11495800	1995-01-05	30	A
USGS	11495800	1995-01-06	30	A
USGS	11495800	1995-01-07	30	A
USGS	11495800	1995-01-08	28	A
USGS	11495800	1995-01-09	33	A
USGS	11495800	1995-01-10	39	A
USGS	11495800	1995-01-11	37	A
USGS	11495800	1995-01-12	36	A
USGS	11495800	1995-01-13	40	A
USGS	11495800	1995-01-14	51	A
USGS	11495800	1995-01-15	46	A
USGS	11495800	1995-01-16	45	A
USGS	11495800	1995-01-17	40	A
USGS	11495800	1995-01-18	42	A
USGS	11495800	1995-01-19	46	A
USGS	11495800	1995-01-20	44	A
USGS	11495800	1995-01-21	43	A
USGS	11495800	1995-01-22	39	A
USGS	11495800	1995-01-23	36	A
USGS	11495800	1995-01-24	38	A
USGS	11495800	1995-01-25	38	A
USGS	11495800	1995-01-26	37	A
USGS	11495800	1995-01-27	36	A
USGS	11495800	1995-01-28	38	A
USGS	11495800	1995-01-29	42	A
USGS	11495800	1995-01-30	49	A
USGS	11495800	1995-01-31	69	A
USGS	11495800	1995-02-01	230	A
USGS	11495800	1995-02-02	204	A
USGS	11495800	1995-02-03	103	A
USGS	11495800	1995-02-04	73	A
USGS	11495800	1995-02-05	62	A
USGS	11495800	1995-02-06	54	A
USGS	11495800	1995-02-07	48	A
USGS	11495800	1995-02-08	41	A
USGS	11495800	1995-02-09	35	A
USGS	11495800	1995-02-10	33	A
USGS	11495800	1995-02-11	31	A
USGS	11495800	1995-02-12	31	A
USGS	11495800	1995-02-13	30	A
USGS	11495800	1995-02-14	40	A
USGS	11495800	1995-02-15	38	A
USGS	11495800	1995-02-16	32	A
USGS	11495800	1995-02-17	34	A
USGS	11495800	1995-02-18	37	A
USGS	11495800	1995-02-19	40	A
USGS	11495800	1995-02-20	39	A
USGS	11495800	1995-02-21	36	A
USGS	11495800	1995-02-22	36	A
USGS	11495800	1995-02-23	40	A
USGS	11495800	1995-02-24	44	A
USGS	11495800	1995-02-25	53	A
USGS	11495800	1995-02-26	46	A
USGS	11495800	1995-02-27	45	A
USGS	11495800	1995-02-28	44	A
USGS	11495800	1995-03-01	39	A
USGS	11495800	1995-03-02	35	A
USGS	11495800	1995-03-03	36	A
USGS	11495800	1995-03-04	32	A
USGS	11495800	1995-03-05	31	A
USGS	11495800	1995-03-06	44	A
USGS	11495800	1995-03-07	33	A
USGS	11495800	1995-03-08	34	A
USGS	11495800	1995-03-09	107	A
USGS	11495800	1995-03-10	75	A
USGS	11495800	1995-03-11	67	A
